Regclass,Species,Region,nsites,nyears,BS.mean,BS.sd1,BS.sd2,BS.sd
CRA,Great Black-Backed Gull,West.Scotland.and.East.Ireland,31,277,0.936999166837526,0.439157643817583,0.445280358452022,0.445280358452022
CRA,Great Cormorant,East.Scotland.and.NE.England,5,47,2.28400740740741,0.35496550130144,0.38088499969203,0.38088499969203
CRA,Great Cormorant,West.England.and.Wales,13,63,1.84940384615385,0.343143852965928,0.582030218930137,0.582030218930137
CRA,Great Cormorant,West.Scotland.and.East.Ireland,16,69,1.73590029761905,0.635544295724038,0.499344258152194,0.635544295724038
CRA,Herring Gull,East.and.South.England,7,21,0.751455782312925,0.33780845630138,0.610557312576301,0.610557312576301
CRA,Herring Gull,East.Scotland.and.NE.England,9,51,1.15917200408428,0.378649019089672,0.528896885142064,0.528896885142064
CRA,Herring Gull,Orkney,7,14,0.891666666666667,0.420703766836926,0.341027858099599,0.420703766836926
CRA,Herring Gull,Shetland,2,21,0.574868421052632,0.22240898682309,0.777631378573311,0.777631378573311
CRA,Herring Gull,West.England.and.Wales,19,100,0.784615364167996,0.268379643108469,0.638262039478715,0.638262039478715
CRA,Herring Gull,West.Scotland.and.East.Ireland,76,698,0.47066324330769,0.325857205726812,0.334264067080542,0.334264067080542
CRA,Black-Legged Kittiwake,East.and.South.England,2,32,0.900322580645161,0.251686782646884,0.226730367903041,0.251686782646884
CRA,Black-Legged Kittiwake,East.Scotland.and.NE.England,31,468,0.78737025967393,0.273248631622882,0.30204019189367,0.30204019189367
CRA,Black-Legged Kittiwake,Orkney,13,164,0.573613313123658,0.415832888242007,0.287280796609069,0.415832888242007
CRA,Black-Legged Kittiwake,Shetland,16,274,0.32932810343058,0.363462009463139,0.145300343478286,0.363462009463139
CRA,Black-Legged Kittiwake,West.England.and.Wales,27,253,0.441566413485353,0.294475114285169,0.205362135108338,0.294475114285169
CRA,Black-Legged Kittiwake,West.Scotland.and.East.Ireland,25,196,0.718237194956817,0.370228231050465,0.294411806559275,0.370228231050465
CRA,Lesser Black-Backed Gull,East.and.South.England,4,9,0.16,0.238641991275634,0.217255609824004,0.238641991275634
CRA,Lesser Black-Backed Gull,East.Scotland.and.NE.England,4,30,0.719078947368421,0.345592991755143,0.658496338971995,0.658496338971995
CRA,Lesser Black-Backed Gull,Orkney,2,5,0.895,0.403071540382928,0.148492424049175,0.403071540382928
CRA,Lesser Black-Backed Gull,West.England.and.Wales,10,78,0.306419841269841,0.196296042405547,0.198097122386872,0.198097122386872
CRA,Lesser Black-Backed Gull,West.Scotland.and.East.Ireland,20,107,0.401571544386986,0.292536090448743,0.359774013031568,0.359774013031568
CRA,Northern Gannet,East.Scotland.and.NE.England,2,39,0.721907894736842,0.0841572176680213,0.106903380471493,0.106903380471493
CRA,Northern Gannet,Orkney,1,11,0.575454545454545,0.137866865951441,NA,0.137866865951441
CRA,Northern Gannet,Shetland,3,92,0.691137606599926,0.0635576999508204,0.0312352803019089,0.0635576999508204
CRA,Northern Gannet,West.England.and.Wales,2,18,0.69875,0.0766111726303354,0.0642288659577781,0.0766111726303354
CRA,Northern Gannet,West.Scotland.and.East.Ireland,1,25,0.784,0.121826379190497,NA,0.121826379190497
CRA,Razorbill,East.Scotland.and.NE.England,5,52,0.560477777777778,0.161929092078249,0.127840730869061,0.161929092078249
CRA,Razorbill,Orkney,6,22,0.450357142857143,0.21538329128521,0.200995862481529,0.21538329128521
CRA,Razorbill,Shetland,3,36,0.391047619047619,0.202963048736103,0.050289231478728,0.202963048736103
CRA,Razorbill,West.England.and.Wales,4,37,0.617354166666667,0.180742090859052,0.112469509757089,0.180742090859052
CRA,Razorbill,West.Scotland.and.East.Ireland,4,10,0.444166666666667,0.0521234800383614,0.242294204391028,0.242294204391028
CRA,Sandwich Tern,East.and.South.England,14,157,0.437330308580309,0.365988713302655,0.277159600853482,0.365988713302655
CRA,Sandwich Tern,East.Scotland.and.NE.England,9,75,0.316876646745068,0.202869812443384,0.297329860706927,0.297329860706927
CRA,Sandwich Tern,West.England.and.Wales,5,86,0.485255757575758,0.317109991926698,0.202915147631347,0.317109991926698
CRA,Sandwich Tern,West.Scotland.and.East.Ireland,3,20,0.560555555555556,0.227908484961165,0.335138169405683,0.335138169405683
CRA,European Shag,East.Scotland.and.NE.England,8,88,1.79323311386889,0.442189093002712,0.609921922037516,0.609921922037516
CRA,European Shag,Orkney,8,20,1.546375,0.218474178359462,0.516743356443575,0.516743356443575
CRA,European Shag,Shetland,11,105,1.21011525974026,0.421260027640228,0.273174789061723,0.421260027640228
CRA,European Shag,West.England.and.Wales,11,68,1.59086574299141,0.418709352028755,0.495989047851571,0.495989047851571
CRA,European Shag,West.Scotland.and.East.Ireland,27,187,1.29558913874192,0.524982383576513,0.592562408607723,0.592562408607723
CRB,Arctic Skua,NW.Scotland.Orkney.Shetland,23,232,0.393371337974037,0.325892905241802,0.234649967848372,0.325892905241802
CRB,Atlantic Puffin,Eastern.UK,2,26,0.784545454545455,0.101822685279164,0.0218560277821297,0.101822685279164
CRB,Atlantic Puffin,NW.Scotland.Orkney.Shetland,5,48,0.415496578690127,0.211951721644163,0.212092715459537,0.212092715459537
CRB,Atlantic Puffin,Western.UK,4,40,0.665863095238095,0.0868608400648864,0.0745609075850697,0.0868608400648864
CRB,Common Guillemot,Eastern.UK,6,46,0.712276688453159,0.147527970411875,0.0832962102796949,0.147527970411875
CRB,Common Guillemot,NW.Scotland.Orkney.Shetland,14,184,0.487091004548929,0.209975714631317,0.176096407314173,0.209975714631317
CRB,Common Guillemot,Western.UK,10,79,0.638756280788177,0.162178022046047,0.195194119993693,0.195194119993693
CRB,Common Tern,Eastern.UK,102,753,0.629748799344068,0.421641301526714,0.499803514138101,0.499803514138101
CRB,Common Tern,NW.Scotland.Orkney.Shetland,27,161,0.434167882528994,0.489383053938555,0.306378746198444,0.489383053938555
CRB,Common Tern,Western.UK,66,442,0.516385458223694,0.42255480115214,0.386628951313618,0.42255480115214
CRB,Northern Fulmar,Eastern.UK,18,185,0.318150048433509,0.113158352177891,0.139597854063327,0.139597854063327
CRB,Northern Fulmar,NW.Scotland.Orkney.Shetland,39,538,0.419811546954884,0.134294583415657,0.0870695750375823,0.134294583415657
CRB,Northern Fulmar,Western.UK,27,217,0.397223498209609,0.124199185736866,0.160367928336785,0.160367928336785
CRB,Great Black-Backed Gull,Eastern.UK,2,17,1.46066666666667,0.557555206040928,0.126336411571997,0.557555206040928
CRB,Great Black-Backed Gull,NW.Scotland.Orkney.Shetland,19,125,0.900249373433584,0.401040643036096,0.420147518782336,0.420147518782336
CRB,Great Black-Backed Gull,Western.UK,32,269,0.98196894554765,0.432380762324378,0.442975908704005,0.442975908704005
CRB,Great Cormorant,Eastern.UK,6,51,2.17500617283951,0.325649864459118,0.432835212542,0.432835212542
CRB,Great Cormorant,NW.Scotland.Orkney.Shetland,3,18,1.85833333333333,0.780102284078225,0.498606391187812,0.780102284078225
CRB,Great Cormorant,Western.UK,26,114,1.77852518315018,0.473282075638963,0.543445858911753,0.543445858911753
CRB,Herring Gull,Eastern.UK,16,72,0.980796157059315,0.360497657850431,0.584755062693477,0.584755062693477
CRB,Herring Gull,NW.Scotland.Orkney.Shetland,31,238,0.507335951541384,0.338318577092069,0.377145721337943,0.377145721337943
CRB,Herring Gull,Western.UK,73,595,0.580028594815964,0.312794555099054,0.455955031899234,0.455955031899234
CRB,Black-Legged Kittiwake,Eastern.UK,33,500,0.794215854884308,0.272529903323682,0.296449035838956,0.296449035838956
CRB,Black-Legged Kittiwake,NW.Scotland.Orkney.Shetland,45,562,0.569140359366164,0.390326591190179,0.317267689531598,0.390326591190179
CRB,Black-Legged Kittiwake,Western.UK,36,325,0.472031377556789,0.30028234576573,0.215867714596451,0.30028234576573
CRB,Lesser Black-Backed Gull,Eastern.UK,8,39,0.439539473684211,0.302812591563339,0.543479638743285,0.543479638743285
CRB,Lesser Black-Backed Gull,NW.Scotland.Orkney.Shetland,5,10,0.488,0.351535770191464,0.446060534008558,0.446060534008558
CRB,Lesser Black-Backed Gull,Western.UK,28,181,0.373058189301362,0.256686393298552,0.317238632065317,0.317238632065317
CRB,Northern Gannet,Eastern.UK,2,39,0.721907894736842,0.0841572176680213,0.106903380471493,0.106903380471493
CRB,Northern Gannet,NW.Scotland.Orkney.Shetland,4,103,0.662216841313581,0.0821349914509757,0.0632144852810704,0.0821349914509757
CRB,Northern Gannet,Western.UK,3,43,0.727166666666667,0.0916829081503891,0.0669715943101584,0.0916829081503891
CRB,Razorbill,Eastern.UK,5,52,0.560477777777778,0.161929092078249,0.127840730869061,0.161929092078249
CRB,Razorbill,NW.Scotland.Orkney.Shetland,11,64,0.443510822510823,0.179057499905301,0.181575380036317,0.181575380036317
CRB,Razorbill,Western.UK,6,41,0.540458333333333,0.139375381223419,0.181361163229005,0.181361163229005
CRB,Sandwich Tern,Eastern.UK,23,232,0.390196266992606,0.30384817964198,0.284872515005402,0.30384817964198
CRB,Sandwich Tern,Western.UK,8,106,0.513493181818182,0.283659426814624,0.239035196285524,0.283659426814624
CRB,European Shag,Eastern.UK,8,88,1.79323311386889,0.442189093002712,0.609921922037516,0.609921922037516
CRB,European Shag,NW.Scotland.Orkney.Shetland,24,188,1.30224553571429,0.418189237717298,0.385961434794917,0.418189237717298
CRB,European Shag,Western.UK,33,192,1.42147893693749,0.481730380721909,0.607174596286327,0.607174596286327
